OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,StoreCode
87552,846,633,2025-10-08,1,44664.43,S005
87553,4781,2655,2026-05-20,8,49456.64,S034
87554,46392,1059,2025-11-02,6,49664.24,S024
87555,12482,2647,2025-10-10,7,8323.6,S014
87556,33700,610,2025-07-14,5,5682.76,S038
87557,49057,3425,2026-01-23,8,41309.88,S011
87558,14351,3660,2025-12-10,8,4416.07,S011
87559,11275,3582,2026-02-24,5,550.04,S022
87560,24409,88888888,2026-05-10,4,47380.25,S011
87561,23013,9,2026-04-02,1,17706.21,S008
87562,43013,4816,2025-06-29,7,14049.89,S006
87563,46102,3305,2025-08-31,6,43063.4,S025
87564,13367,744,2025-12-28,7,32336.28,S048
87565,32343,29,2026-04-06,1,6473.59,S047
87566,9348,2926,2026-01-12,-8,18643.97,S004
87567,14222,550,2025-09-18,-6,35878.33,S034
87568,52,1521,2025-12-13,3,22217.53,S032
87569,40281,3608,2025-09-11,8,31289.29,S021
87570,23365,3972,2026-06-24,1,22995.72,S007
87571,48510,2427,2026-05-16,1,29408.32,S033
87572,39342,1755,2025-08-15,8,32273.22,S042
87573,13071,1039,2025-08-24,6,1300.06,S013
87574,37818,2080,2025-11-24,1,1853.91,S050
87575,24672,2120,2025-11-30,6,24752.4,S007
87576,1401,1459,2025-08-07,5,11996.16,S040
87577,48173,2646,2025-07-26,4,32079.14,S014
87578,35215,476,2025-09-03,7,39270.35,S022
87579,40322,3861,2025-10-31,4,22796.49,S040
87580,38762,3074,2025-08-30,1,3017.19,S005
87581,32101,959,2025-10-31,8,22960.18,S004
87582,99999999,1307,2025-11-19,8,20535.84,S011
87583,34551,4168,2026-05-23,6,14809.42,S041
87584,28150,2407,2025-12-15,7,14830.61,S005
87585,99999999,458,2026-01-04,7,-15698.15,S030
87586,5942,1228,2026-01-10,1,28993.51,S003
87587,24695,924,2026-07-28,1,27180.85,S041
87588,35468,4612,2025-09-02,2,37496.98,S007
87589,9186,13,2025-12-31,8,26971.47,S037
87590,2814,220,2025-10-21,4,3678.1,S021
87591,45290,2102,2025-07-02,7,11363.22,S004
87592,48574,2591,2026-04-06,6,9747.24,S036
87593,10366,2480,2026-01-17,5,23902.36,S040
87594,23495,3969,2026-01-28,4,26622.54,S003
87595,17930,1514,2025-11-18,10,7457.22,S013
87596,23070,4026,2026-05-11,9,44021.22,S025
87597,30158,1985,2026-01-24,6,10906.85,S048
87598,26200,2107,2025-09-07,1,30313.12,S050
87599,13293,2562,2026-06-21,8,6771.8,S041
87600,38820,3291,2025-11-15,8,42144.39,S029
87601,23507,90,2025-11-07,4,-6789.23,S007
87602,49469,4615,2026-05-10,3,7813.96,S010
87603,30439,2656,2026-06-18,1,2225.25,S009
87604,44224,4029,2025-09-30,4,13130.83,S041
87605,45407,1842,2025-07-10,5,10655.61,S005
87606,46010,2596,2025-12-29,9,37005.73,S049
87607,37143,4902,2025-11-25,8,25309.13,S045
87608,2175,2796,2025-10-26,5,6095.17,S031
87609,34212,475,2025-07-30,1,41922.85,S023
87610,38210,1435,2025-09-05,8,38104.57,S003
87611,43320,3785,2025-07-16,1,13809.19,S006
87612,15360,298,2026-03-18,9,47770.98,S038
87613,31712,4263,2026-07-28,4,36012.25,S002
87614,20211,21,2025-10-28,5,31614.03,S030
87615,34377,4338,2026-02-05,4,39361.42,S003
87616,6610,2569,2026-01-06,2,47638.9,S021
87617,9292,1727,2026-04-08,9,42999.43,S010
87618,37874,2293,2025-12-11,10,10297.58,S003
87619,5478,4785,2025-11-19,6,45072.79,S025
87620,42629,1844,2026-07-28,7,17436.1,S001
87621,10781,4226,2025-07-09,6,41931.63,S025
87622,46492,4324,2026-02-18,9,17536.88,S039
87623,26830,3836,2025-07-07,3,26737.29,S046
87624,45465,1277,2026-01-18,5,19784.08,S044
87625,17199,2240,2025-11-05,1,15984.69,S029
87626,29961,787,2025-11-13,9,44059.07,S030
87627,22859,1714,2025-10-14,5,49027.46,S042
87628,22930,2444,2025-08-11,1,38239.56,S005
87629,44359,2164,2025-10-28,6,13429.69,S026
87630,44934,2247,2026-05-21,2,17138.57,S039
87631,1616,1712,2025-09-01,3,21639.89,S043
87632,16866,1109,2026-03-20,6,46240.92,S029
87633,5383,2331,2025-11-23,2,9564.8,S014
87634,24831,2708,2026-01-19,5,49721.46,S001
87635,26892,4201,2026-06-05,3,42001.91,S049
87636,2601,2459,2025-10-25,4,36872.66,S045
87637,14452,3402,2025-07-05,4,18414.72,S047
87638,38646,4520,2025-08-07,9,20629.96,S044
87639,22648,354,2026-02-12,7,33078.62,S003
87640,24379,3299,2025-10-21,4,5341.37,S043
87641,11679,2206,2025-09-28,8,5644.08,S018
87642,4352,1092,2025-08-17,1,18007.57,S029
87643,46846,4263,2026-02-09,7,9885.93,S008
87644,34316,260,2026-01-09,6,37372.32,S036
87645,40595,217,2025-08-28,10,21648.93,S040
87646,46530,1547,2025-10-25,6,6949.67,S033
87647,21513,657,2026-03-15,8,35622.36,S017
87648,34421,1174,2026-04-05,1,25049.5,S006
87649,10224,238,2026-02-22,3,16072.25,S002
87650,3759,109,2025-08-26,2,11499.03,S027
87651,2643,923,2026-04-01,7,14817.96,S017
87652,12188,706,2026-04-17,9,36132.61,S048
87653,16507,764,2025-10-25,5,17901.98,S049
87654,46396,1438,2026-01-03,9,9146.3,S039
87655,571,171,2025-10-12,9,29584.93,S020
87656,14812,3851,2026-06-10,5,296.5,S029
87657,27304,4102,2026-03-28,6,7373.52,S041
87658,33512,1889,2026-05-03,9,24887.19,S004
87659,8256,4271,2026-05-09,8,47498.01,S005
87660,45082,4134,2026-03-13,7,35426.13,S011
87661,31044,2731,2025-09-12,9,30665.33,S026
87662,35733,1831,2026-01-17,2,35161.24,S015
87663,8742,3560,2025-08-02,4,3737.04,S007
87664,31572,1542,2025-12-05,7,14039.57,S050
87665,7126,3329,2026-01-31,6,9162.25,S036
87666,2218,2501,2025-11-16,2,25668.56,S038
87667,16417,1952,2025-08-31,5,47080.74,S037
87668,30578,2079,2025-11-17,8,11398.52,S044
87669,8037,2016,2026-05-01,4,39590.6,S035
87670,14209,4906,2025-11-28,4,16785.14,S037
87671,24062,4460,2025-10-11,10,9432.4,S021
87672,44347,4203,2026-04-06,3,43659.22,S043
87673,15497,4195,2025-11-22,2,16732.11,S004
87674,37127,2124,2025-11-13,6,27903.38,S038
87675,42160,2175,2025-08-24,7,36309.14,S013
87676,12508,4362,2025-10-24,10,2928.43,S024
87677,49796,1192,2025-12-14,9,39865.99,S028
87678,18529,1755,2026-05-07,2,27100.12,S022
87679,18152,1705,2025-09-20,2,2052.89,S008
87680,45949,764,2025-07-30,8,43563.54,S025
87681,9067,4960,2025-12-16,2,22927.58,S015
87682,17693,2576,2025-12-26,6,43398.94,S045
87683,23953,1710,2025-07-10,8,12539.77,S044
87684,27318,3922,2026-01-10,6,40419.44,S002
87685,25931,21,2026-01-30,9,11946.5,S043
87686,3298,3909,2026-05-17,7,47555.08,S003
87687,47557,2083,2025-08-26,10,18419.41,S011
87688,43495,4258,2026-02-22,9,6874.46,S017
87689,15703,362,2025-12-04,6,11148.86,S038
87690,33787,499,2025-10-01,7,47464.42,S028
87691,39748,1866,2025-09-21,5,20664.48,S050
87692,38886,2327,2026-04-22,10,12207.73,S044
87693,22814,4090,2025-06-30,10,9911.91,S031
87694,14711,1185,2026-03-18,5,3390.5,S021
87695,28889,495,2025-12-09,4,1750.66,S014
87696,41786,4359,2025-11-15,8,36976.96,S031
87697,20001,3243,2025-10-16,5,49824.4,S015
87698,41629,88888888,2026-03-15,7,41092.94,S017
87699,42059,1456,2026-04-10,8,42127.93,S036
87700,44018,577,2026-04-26,9,10689.35,S005
87701,39113,3492,2026-01-01,2,26418.91,S042
87702,23882,3144,2025-12-12,1,36874.35,S021
87703,5386,163,2026-02-28,8,2882.32,S025
87704,22522,2254,2025-10-11,8,2685.52,S005
87705,99999999,4500,2026-07-28,5,16573.56,S045
87706,41185,1979,2025-11-23,5,37579.03,S020
87707,8312,1819,2025-08-16,2,21190.51,S035
87708,31650,2336,2025-09-12,7,8561.79,S029
87709,4980,3917,2025-10-05,8,30922.19,S038
87710,15773,3176,2025-08-31,5,17554.63,S015
87711,26275,4272,2025-08-15,1,20152.85,S035
87712,25997,4742,2025-07-21,3,45957.37,S020
87713,27180,2542,2026-06-18,3,39048.49,S004
87714,29444,1145,2026-05-27,5,7913.58,S006
87715,16644,3979,2025-08-21,10,21946.14,S021
87716,17998,1413,2026-05-16,3,38168.47,S018
87717,32484,2434,2025-12-23,5,26851.62,S007
87718,8482,1969,2025-12-20,4,45552.08,S048
87719,44472,457,2025-11-17,9,31187.12,S033
87720,7128,1950,2026-04-27,6,43909.45,S036
87721,13885,4540,2026-02-28,5,34258.72,S024
87722,32643,3117,2026-02-14,7,42545.87,S006
87723,3276,273,2026-01-23,1,35104.08,S033
87724,31865,2201,2026-02-24,7,15297.43,S030
87725,16903,4030,2025-11-20,4,41558.22,S026
87726,519,4884,2026-06-24,5,14312.94,S023
87727,7009,1279,2025-11-10,8,42809.5,S007
87728,46774,4248,2026-03-28,2,13783.13,S006
87729,17421,1610,2025-07-05,8,20349.06,S024
87730,43038,2773,2026-04-22,8,38876.0,S005
87731,27290,4288,2026-01-14,6,24011.84,S046
87732,14822,982,2026-06-18,2,44429.6,S014
87733,43050,73,2025-10-08,2,17087.5,S002
87734,18352,88888888,2025-10-31,5,17074.16,S015
87735,25623,1665,2025-07-04,2,3119.55,S040
87736,20883,3563,2026-02-24,2,9445.62,S007
87737,35099,2585,2025-12-13,6,11619.87,S050
87738,15589,1749,2025-10-22,9,21101.67,S049
87739,48759,2603,2026-05-27,8,4634.74,S024
87740,48506,2222,2026-05-06,4,49938.37,S002
87741,32496,893,2026-04-27,10,8385.78,S026
87742,13865,962,2025-08-14,2,8108.49,S005
87743,5351,2598,2025-10-05,5,13639.15,S024
87744,3765,403,2025-10-20,8,26539.11,S003
87745,8799,2592,2026-06-19,9,37511.54,S020
87746,31516,3531,2025-08-05,3,37964.92,S022
87747,23761,1251,2026-04-24,8,31081.92,S013
87748,9681,3373,2025-12-02,6,34567.24,S035
87749,7531,924,2026-06-24,9,38650.07,S025
87750,48164,4106,2026-04-11,3,20062.38,S025
87751,33779,3317,2026-04-12,4,18468.77,S039
87752,40436,3043,2025-08-18,8,14584.0,S012
87753,35291,2956,2025-07-08,2,12978.3,S002
87754,31335,4734,2025-12-27,8,18440.58,S040
87755,2115,3431,2025-08-09,2,33972.68,S047
87756,14351,744,2025-08-01,10,37779.76,S031
87757,6221,3366,2025-12-07,7,30394.55,S042
87758,25808,4461,2026-05-05,3,6543.51,S006
87759,6773,3366,2025-08-16,3,19552.05,S030
87760,28286,2711,2025-11-03,10,22266.58,S027
87761,33614,4036,2025-07-10,2,28231.96,S044
87762,17856,2920,2025-09-05,5,36333.46,S043
87763,20086,2994,2026-01-07,4,48733.27,S019
87764,15333,3374,2026-02-05,1,23683.22,S026
87765,10850,4178,2026-03-29,5,24283.12,S023
87766,31487,4845,2025-12-20,10,14677.64,S024
87767,22236,4376,2025-09-15,10,755.62,S031
87768,29599,2795,2025-09-17,2,15323.53,S014
87769,3076,3170,2026-03-14,2,8056.81,S004
87770,7182,1822,2026-04-20,1,20254.37,S033
87771,42109,3085,2025-09-08,10,30204.72,S019
87772,44512,2610,2026-01-11,2,10497.79,S024
87773,31054,3937,2025-12-21,8,10276.06,S018
87774,16857,4003,2025-07-23,9,30769.97,S006
87775,31123,3115,2026-06-20,8,19660.21,S030
87776,13787,4550,2025-07-01,5,3322.43,S047
87777,14944,584,2025-11-08,10,32762.86,S016
87778,29201,20,2026-03-17,3,7266.09,S045
87779,32103,1342,2026-01-18,3,43076.5,S005
87780,11584,1751,2026-02-17,6,14917.89,S048
87781,34419,2897,2025-07-03,9,46938.0,S012
87782,34864,3959,2026-02-14,8,1210.85,S001
87783,26930,3492,2025-12-10,1,7896.05,S041
87784,30035,843,2026-03-21,6,26980.54,S038
87785,17792,2997,2025-11-07,2,30747.18,S046
87786,33078,3039,2026-05-28,5,41339.42,S022
87787,38763,4204,2026-05-30,7,7772.12,S018
87788,4790,1804,2026-05-19,6,22712.46,S050
87789,11868,4446,2025-10-10,10,10137.89,S022
87790,204,1723,2025-09-06,6,3593.43,S007
87791,21411,3057,2026-05-11,2,1849.66,S048
87792,38813,313,2026-06-12,5,45667.19,S048
87793,40445,1707,2025-08-19,7,20246.11,S046
87794,34799,373,2026-01-13,4,20176.07,S027
87795,10067,4792,2025-07-10,7,28037.02,S044
87796,36443,2798,2026-06-22,2,1118.3,S043
87797,46488,3594,2026-06-20,5,29971.28,S036
87798,17734,3284,2026-05-27,1,27176.13,S042
87799,30443,2332,2026-01-18,8,22813.1,S026
87800,14731,1484,2025-10-22,6,49566.05,S006
87801,28228,607,2026-06-02,6,14215.91,S020
87802,7401,2428,2026-01-25,9,31922.08,S040
87803,15769,2185,2026-06-13,8,12444.07,S019
87804,14867,4962,2025-11-24,5,26278.84,S045
87805,27079,1597,2025-07-08,6,33515.66,S021
87806,28124,926,2026-05-05,3,29495.88,S022
87807,21993,2377,2025-09-25,9,35208.2,S029
87808,21308,3655,2025-08-23,1,35318.92,S034
87809,8463,399,2026-06-24,3,18551.38,S025
87810,17979,3078,2025-08-02,7,110.31,S017
87811,1406,4125,2026-03-18,5,29447.75,S003
87812,33510,1418,2026-04-16,5,34472.78,S009
87813,13756,58,2026-04-13,6,3168.43,S009
87814,44263,4869,2025-07-23,8,4905.04,S025
87815,10671,2147,2026-01-22,5,20753.94,S015
87816,7303,565,2026-05-04,4,44021.11,S024
87817,5925,454,2025-08-25,3,40288.86,S032
87818,17808,3511,2026-03-15,-8,39134.5,S048
87819,31203,3464,2026-04-01,2,22198.96,S030
87820,7664,4679,2025-06-30,2,33764.51,S032
87821,46077,748,2026-02-26,8,40158.99,S005
87822,8490,2024,2025-12-28,6,16150.86,S001
87823,4744,2157,2026-04-07,1,8601.93,S007
87824,41995,4990,2025-11-19,7,19116.78,S013
87825,22873,402,2025-11-01,2,33350.08,S043
87826,9031,4736,2026-01-20,8,25306.27,S020
87827,49842,2742,2025-09-04,3,46742.27,S031
87828,44986,2885,2026-04-21,6,34808.69,S028
87829,36762,1965,2026-05-30,2,3455.3,S045
87830,2092,3759,2026-05-01,5,30109.18,S008
87831,47992,4626,2025-10-06,7,42137.23,S044
87832,9429,701,2026-03-08,4,7619.99,S009
87833,15426,1025,2026-04-26,2,41939.49,S036
87834,99999999,4966,2026-06-22,10,1512.35,S040
87835,37,3888,2025-12-04,10,26529.08,S011
87836,23162,1363,2026-04-21,9,17286.34,S002
87837,17685,999,2025-08-11,9,20424.49,S033
87838,28820,3181,2026-06-17,7,12872.54,S011
87839,45605,2491,2026-02-19,1,41462.94,S009
87840,14832,1406,2026-06-20,9,17920.98,S037
87841,36675,1578,2025-07-20,1,11964.53,S041
87842,26042,3694,2026-06-14,5,31671.87,S041
87843,35735,288,2026-02-17,3,46208.19,S018
87844,4577,3298,2026-03-10,10,2880.82,S015
87845,9588,1053,2025-12-06,3,14082.4,S031
87846,1429,3810,2025-10-02,5,24624.03,S041
87847,44781,3350,2026-04-13,3,47814.88,S011
87848,28381,1421,2026-01-16,1,11632.04,S036
87849,43386,1721,2026-06-12,8,12243.57,S006
87850,38890,1292,2025-09-19,6,1869.81,S036
87851,42618,2656,2025-07-26,3,5991.06,S021
87852,11651,4717,2026-03-04,2,31634.05,S001
87853,10078,2588,2025-10-23,7,30276.4,S009
87854,11065,407,2025-07-25,1,33813.36,S018
87855,36823,3020,2026-04-10,1,45818.0,S017
87856,27072,2030,2025-08-28,4,37824.85,S017
87857,41895,1725,2026-02-11,5,24919.72,S041
87858,5969,1490,2025-09-28,9,7821.65,S030
87859,30489,2880,2025-08-19,6,6338.18,S011
87860,14814,1725,2026-05-22,9,1534.32,S005
87861,24008,2578,2025-08-14,6,5030.18,S031
87862,47172,3183,2026-05-28,5,4986.87,S040
87863,38670,1220,2025-11-08,9,46566.61,S031
87864,29101,88888888,2026-06-08,2,47476.32,S032
87865,29839,2931,2025-10-28,5,20159.22,S002
87866,41619,1210,2026-03-27,3,17582.95,S031
87867,36394,4346,2026-03-26,1,1426.26,S034
87868,10800,4911,2026-02-28,3,4446.16,S023
87869,14156,317,2026-02-20,7,20667.89,S030
87870,15644,3000,2026-04-17,10,29787.82,S027
87871,38254,322,2025-10-13,1,8840.75,S005
87872,33722,88888888,2026-02-10,1,23031.63,S047
87873,45262,3657,2025-09-21,2,15465.57,S024
87874,35927,4742,2026-03-30,3,19244.7,S028
87875,33207,2572,2025-09-20,4,12828.94,S042
87876,40782,2612,2025-09-06,2,28220.77,S009
87877,27319,3306,2026-03-05,7,41120.57,S042
87878,10275,447,2026-06-11,7,34055.88,S016
87879,10682,806,2025-10-20,3,188.27,S002
87880,40554,1840,2025-09-06,8,5207.44,S042
87881,24749,901,2026-02-27,10,15434.62,S011
87882,48698,9,2025-08-18,3,28314.86,S021
87883,44634,1292,2026-05-12,2,19351.49,S045
87884,1987,4883,2025-07-15,9,46663.09,S026
87885,3849,4717,2026-01-04,2,39652.19,S020
87886,49322,3083,2026-03-13,1,14752.32,S040
87887,8488,3617,2025-10-02,2,38098.96,S029
87888,2696,3348,2025-12-05,1,19212.24,S025
87889,29881,322,2025-08-20,3,16884.14,S015
87890,203,1616,2025-07-22,10,15642.0,S048
87891,29721,2568,2025-09-03,1,38230.87,S009
87892,21397,3046,2026-05-20,10,33493.54,S044
87893,24841,4890,2026-04-08,10,35177.22,S015
87894,47157,4636,2025-08-03,3,42540.19,S024
87895,12705,1297,2025-07-11,9,31746.39,S039
87896,99999999,3895,2025-11-04,5,13259.74,S008
87897,22500,1023,2026-01-13,3,41313.65,S023
87898,25816,3154,2025-08-15,4,20651.7,S010
87899,42621,3537,2026-04-11,10,13850.47,S045
87900,37797,1998,2025-10-18,5,41974.02,S018
87901,19140,2847,2026-04-01,8,2668.51,S008
87902,10549,4284,2025-11-16,10,43240.24,S035
87903,16739,4884,2025-08-04,5,35015.97,S008
87904,2292,4438,2025-12-04,9,38586.93,S032
87905,39102,2650,2025-08-08,7,5678.09,S035
87906,10940,2975,2026-04-03,3,5337.76,S035
87907,44262,674,2025-07-22,5,12315.22,S025
87908,45065,820,2025-10-11,6,33986.28,S035
87909,34231,4235,2026-06-25,5,16880.08,S049
87910,32489,3282,2026-01-10,5,18672.13,S011
87911,22610,4622,2025-07-27,5,31334.44,S029
87912,7842,3705,2025-08-24,5,19637.16,S026
87913,44788,3839,2026-04-04,1,19563.32,S018
87914,34676,3343,2026-05-25,9,34940.65,S007
87915,36248,2066,2026-02-05,6,5039.59,S049
87916,7907,3961,2026-03-17,10,3704.93,S039
87917,1294,279,2026-04-27,1,33162.28,S036
87918,49697,585,2025-08-19,2,31857.07,S012
87919,9424,3272,2026-03-25,8,45287.14,S003
87920,19920,3093,2025-10-20,6,47956.84,S014
87921,33538,1594,2025-07-04,6,44125.5,S046
87922,19755,3653,2026-02-12,7,17357.55,S013
87923,17485,981,2026-02-07,3,27998.02,S045
87924,44577,487,2026-06-19,6,8876.95,S026
87925,15872,2653,2025-10-20,3,36366.51,S006
87926,24899,650,2025-12-22,5,15901.74,S036
87927,4471,4666,2025-09-24,2,46925.18,S035
87928,20950,1857,2025-10-07,9,8398.63,S011
87929,25136,2090,2026-02-05,8,45387.27,S005
87930,6262,1158,2026-04-29,4,34640.1,S019
87931,27443,1899,2026-04-16,7,36939.31,S009
87932,15958,1710,2025-07-24,5,26260.97,S047
87933,21924,198,2026-03-19,5,44098.14,S013
87934,28800,4808,2026-06-12,4,42549.75,S031
87935,13192,4259,2025-10-07,10,11243.01,S046
87936,19213,2133,2025-10-27,9,14793.08,S048
87937,34840,4240,2025-11-07,2,47435.82,S040
87938,14474,1555,2025-12-11,7,44504.61,S026
87939,23868,1558,2026-01-15,9,1448.19,S002
87940,15470,3009,2025-09-24,1,7138.82,S002
87941,45755,2653,2026-05-09,7,23171.01,S049
87942,17220,4600,2026-03-07,8,18660.67,S041
87943,48950,402,2026-05-10,6,9273.14,S044
87944,45048,2362,2026-01-18,7,1070.98,S037
87945,22097,3759,2025-09-06,2,22651.77,S012
87946,39719,442,2026-02-11,2,19281.03,S038
87947,25123,3783,2026-01-18,5,12227.54,S013
87948,25346,4914,2025-12-21,5,29790.08,S027
87949,4694,3129,2025-09-23,1,35443.35,S040
87950,7047,1594,2026-01-28,6,44258.66,S049
87951,28559,4039,2026-02-11,1,20835.42,S021
87952,452,3701,2025-11-26,7,39511.86,S035
87953,32929,270,2026-06-04,9,9660.29,S044
87954,40322,3345,2026-06-14,6,4937.92,S018
87955,14482,4762,2026-01-01,10,27865.22,S022
87956,19791,591,2025-12-30,4,35027.58,S002
87957,342,2759,2026-03-25,8,35256.38,S014
87958,28662,2239,2026-05-03,2,38104.59,S014
87959,26451,4643,2026-01-29,5,30088.37,S022
87960,17773,3976,2026-03-15,8,26007.22,S018
87961,37795,3821,2025-11-16,5,5967.21,S048
87962,36600,138,2025-10-22,5,27549.92,S031
87963,35088,3797,2025-08-25,9,47373.47,S011
87964,23382,3396,2026-05-03,6,33775.68,S045
87965,34647,3908,2026-03-10,9,14106.63,S011
87966,26278,361,2026-01-18,6,40562.26,S020
87967,35523,3758,2025-07-26,8,45133.43,S026
87968,39358,1702,2026-02-05,1,33138.9,S024
87969,22866,3705,2026-06-05,1,40086.12,S014
87970,26138,577,2026-02-16,2,44700.9,S028
87971,45882,2032,2026-05-17,4,20620.16,S007
87972,36197,3495,2025-08-13,5,28393.87,S005
87973,8208,665,2025-11-22,6,14554.9,S048
87974,32291,4029,2025-07-24,7,19933.11,S044
87975,32335,1532,2026-01-28,6,1092.45,S005
87976,34151,4749,2026-06-14,6,7221.62,S001
87977,42794,16,2026-04-21,10,32686.8,S006
87978,11367,1947,2025-07-04,6,4240.57,S008
87979,44492,445,2026-03-16,1,18962.27,S025
87980,41635,240,2025-08-20,4,44604.62,S022
87981,36417,608,2026-01-25,6,41925.14,S042
87982,6594,1774,2026-03-14,8,14008.07,S043
87983,48688,1436,2026-01-17,1,2678.04,S026
87984,40825,2956,2026-02-04,5,18218.08,S041
87985,2998,464,2025-11-01,-9,12133.84,S044
87986,22912,460,2025-09-15,6,21421.88,S010
87987,35330,4076,2025-10-17,1,30506.5,S013
87988,46207,1673,2025-07-24,2,30185.41,S020
87989,10998,2734,2025-08-31,9,47949.33,S043
87990,2019,4832,2025-09-24,1,43055.57,S039
87991,99999999,863,2025-11-08,5,21374.21,S033
87992,21312,692,2025-10-08,9,13036.42,S043
87993,25355,2278,2025-07-01,5,11913.34,S016
87994,37081,773,2026-04-27,8,26416.08,S036
87995,33175,2191,2025-08-02,6,38907.6,S045
87996,12541,2588,2025-11-29,9,25178.3,S016
87997,12492,423,2025-11-18,1,39840.77,S026
87998,28879,2893,2026-06-16,5,48494.33,S003
87999,2490,947,2025-11-06,1,32980.77,S018
88000,24860,581,2025-08-10,3,30933.61,S007
88001,49923,735,2026-04-25,1,28890.95,S002
88002,43945,1991,2025-11-10,5,36425.55,S045
88003,16437,412,2025-11-18,10,3878.87,S029
88004,45600,4288,2026-04-10,4,4984.93,S048
88005,22153,2916,2025-08-08,4,45764.21,S027
88006,48899,2651,2025-12-05,9,30727.45,S030
88007,16714,326,2025-10-09,10,9558.51,S036
88008,21196,88888888,2025-07-08,5,9544.36,S034
88009,19930,1772,2025-12-03,5,32078.08,S018
88010,1940,3628,2025-12-16,7,5376.93,S003
88011,49005,329,2025-10-13,4,38564.25,S050
88012,15433,366,2025-09-29,8,32737.49,S050
88013,39826,3430,2025-06-30,7,17272.48,S038
88014,3964,4142,2026-04-13,7,1154.85,S041
88015,18835,1320,2026-06-23,6,39002.18,S024
88016,48075,3423,2026-02-27,4,23001.41,S050
88017,37839,2093,2025-10-09,7,18786.53,S029
88018,11602,1447,2025-08-05,4,22736.32,S046
88019,18940,1212,2026-05-20,2,42302.21,S043
88020,43588,3682,2026-04-21,2,43500.81,S038
88021,47751,961,2025-11-11,3,30383.58,S042
88022,27965,751,2025-09-11,3,850.23,S011
88023,49206,3886,2025-10-27,9,30478.32,S011
88024,747,1740,2026-06-18,5,7034.14,S011
88025,19530,2464,2025-10-09,2,7755.58,S011
88026,21871,1636,2026-05-23,6,46211.74,S021
88027,44199,88888888,2026-03-25,4,44829.74,S048
88028,46406,4855,2025-11-30,2,33342.31,S028
88029,48769,780,2025-10-08,6,6871.72,S045
88030,49845,1471,2026-03-28,6,49227.78,S035
88031,21971,1725,2026-04-24,5,20851.5,S044
88032,9748,1694,2026-03-16,7,7539.57,S014
88033,32796,2226,2025-08-09,5,28236.01,S020
88034,39948,1408,2025-08-26,2,40819.36,S033
88035,29721,1585,2025-11-16,4,49462.39,S024
88036,99999999,1723,2025-07-12,1,-33482.45,S035
88037,9173,2070,2026-03-04,10,6676.55,S024
88038,46077,3744,2025-09-13,5,41926.71,S018
88039,35770,88888888,2026-02-25,2,2995.72,S033
